origin,destination,distance,origin_lat,origin_lon,dest_lat,dest_lon,season,day_of_week,hour,is_weekend,is_peak_hour,user_profile,user_age,user_income,price_sensitivity,time_priority,comfort_priority,transport_type,available_train,available_bus,available_flight,base_demand,seasonal_multiplier,weather_factor,special_event,actual_price,actual_time,user_satisfaction
Firenze,Torino,318.1646173611902,43.7696,11.2558,45.0703,7.6869,spring,4,19,False,True,leisure,24,53522.48277447783,0.95,0.3314270871611066,0.5746459444012011,bus,False,True,False,1.2771208529319111,1.05,0.972598668522707,1,35.51,5.05,0.723
Pisa,Torino,262.60434927207007,43.7228,10.4017,45.0703,7.6869,autumn,1,13,False,False,business,30,68694.67254917268,0.4835107668575931,0.7362262888509243,0.607771766761301,bus,False,True,False,0.9649425818734328,0.95,1.073474313182246,0,19.17,3.3,0.752
Genova,Brescia,160.82407439026616,44.4056,8.9463,45.5416,10.2118,autumn,4,17,False,True,leisure,54,31458.86306699107,0.8523325288351323,0.1810595271853677,0.6466079604056728,bus,False,True,False,0.7825616516802597,0.95,1.1138730570857316,0,11.03,2.88,0.909
Bari,Venezia,605.689621601483,41.1177,16.8719,45.4408,12.3155,summer,3,19,False,True,business,18,98710.00765856104,0.1790715329293397,0.95,0.7490698117911743,bus,False,True,False,2.3990396105063714,1.25,1.189826765465435,1,153.32,9.82,0.131
Pisa,Salerno,493.4766220554135,43.7228,10.4017,40.6824,14.7681,winter,3,16,False,False,leisure,20,66183.849386512,0.8205901087050496,0.35059681187183955,0.647412287507583,bus,False,True,False,0.5096971910877491,0.85,1.0260368561145914,1,35.58,5.9,0.705
Palermo,Reggio Calabria,199.7465280604363,38.1157,13.3613,38.1061,15.6444,autumn,5,17,True,True,leisure,18,64837.488740107554,0.7539761170039,0.6498346736523521,0.7866945498344129,bus,False,True,False,0.9082627409401717,0.95,0.8650362058813388,0,15.06,3.63,0.889
Torino,Roma,523.8515931199344,45.0703,7.6869,41.9028,12.4964,autumn,6,17,True,True,leisure,48,54819.55058069481,0.95,0.40486790031508146,0.6770092689682345,bus,False,True,False,2.1436948139285654,0.95,0.807188319592411,1,80.89,7.01,0.468
Perugia,Milano,365.17690448297157,43.1107,12.3908,45.4642,9.19,summer,6,19,True,True,leisure,31,28069.411229151538,0.9119562209481533,0.4252685739794688,0.4334233863611012,bus,False,True,False,2.6776894417408226,1.25,0.9404445727079609,0,78.24,5.11,0.585
Genova,Salerno,631.2688648162354,44.4056,8.9463,40.6824,14.7681,winter,6,20,True,False,leisure,38,26609.918770243094,0.6602441324465371,0.4549130009387036,0.5667785854223564,bus,False,True,False,0.6797608054804383,0.85,1.0198338094201418,0,38.76,9.48,0.585
Napoli,Brescia,616.2948595018123,40.8518,14.2681,45.5416,10.2118,spring,0,14,False,False,business,35,30435.365732453032,0.2705961403473418,0.8455499861073359,0.9009801015517809,bus,False,True,False,0.7807570056024141,1.05,0.8161491843864668,1,48.06,8.86,0.204
Torino,Reggio Calabria,1017.6056008237674,45.0703,7.6869,38.1061,15.6444,summer,2,14,False,False,budget,21,19175.798689449,0.95,0.2073344313207225,0.47405398329981535,bus,False,True,False,0.8347280598784268,1.25,1.0287660459127568,0,94.25,11.63,0.376
Verona,Brescia,61.85990719992917,45.4384,10.9916,45.5416,10.2118,autumn,4,10,False,False,leisure,49,38199.84589403206,0.9213728990446937,0.1,0.45147776235703385,bus,True,True,False,0.5831438953684024,0.95,0.8452820011666605,0,3.0,1.07,0.937
Palermo,Salerno,309.93490636008715,38.1157,13.3613,40.6824,14.7681,summer,6,18,True,True,leisure,66,39699.471623412595,0.6373630035840333,0.449045365693454,0.43729358331998847,bus,False,True,False,1.4144277806174874,1.25,0.9619128417397254,0,43.52,4.71,0.746
Pisa,Bologna,114.07757628795046,43.7228,10.4017,44.4949,11.3426,summer,3,21,False,False,budget,28,63921.575129495905,0.8652619798184137,0.1,0.43153356078717287,bus,False,True,False,1.3152658825129322,1.25,1.0058260677795419,0,13.08,1.67,0.911
Pisa,Genova,138.87451511067653,43.7228,10.4017,44.4056,8.9463,spring,6,13,True,False,leisure,21,49439.18466712606,0.5928385924854587,0.350128205477896,0.11551598943004615,bus,False,True,False,1.227839222258813,1.05,1.0280303767950296,0,13.97,2.03,0.869
Palermo,Bologna,729.0338004880251,38.1157,13.3613,44.4949,11.3426,winter,0,14,False,False,budget,35,17641.654161077404,0.95,0.1,0.21982972122218325,bus,False,True,False,0.7147893181176878,0.85,1.1584582148369165,1,57.79,9.43,0.611
Bari,Venezia,605.689621601483,41.1177,16.8719,45.4408,12.3155,spring,1,9,False,True,business,25,70216.78092178004,0.293058113554822,0.95,0.7009660006240288,bus,False,True,False,1.9488366621357043,1.05,1.0753922999820211,0,81.15,11.29,0.16
Milano,Firenze,249.4643680963005,45.4642,9.19,43.7696,11.2558,winter,3,16,False,False,business,30,35683.72521232469,0.1844049303424039,0.7814443749338801,0.8328562325860629,bus,False,True,False,0.8968180790584528,0.85,0.8978660946532797,0,14.98,3.16,0.844
Venezia,Napoli,534.2505044970145,45.4408,12.3155,40.8518,14.2681,summer,4,13,False,False,leisure,45,47560.379932738135,0.8716122346910439,0.3379629904573297,0.7608021751874278,bus,False,True,False,1.6964524501424725,1.25,1.0154054913501318,0,72.81,7.85,0.481
Bari,Genova,742.6896340653865,41.1177,16.8719,44.4056,8.9463,autumn,5,13,True,False,budget,25,36400.01341051637,0.95,0.14811125931850727,0.47382848457607263,bus,False,True,False,1.0044017546400326,0.95,1.1920128348053693,0,81.88,11.02,0.485
Catania,Salerno,354.03202119450594,37.5079,15.083,40.6824,14.7681,autumn,5,14,True,False,leisure,61,62745.08161813407,0.95,0.3368289140694874,0.2268715054193411,bus,False,True,False,0.7415658255938731,0.95,1.0897276341230104,0,28.32,4.38,0.806
Brescia,Roma,444.2696356016952,45.5416,10.2118,41.9028,12.4964,winter,4,22,False,False,leisure,23,73482.76612407496,0.8984195427537869,0.43020289011092167,0.6356490675334888,bus,False,True,False,0.9766538448590495,0.85,0.8912997137718064,0,28.83,5.4,0.705
Napoli,Roma,188.4343711022584,40.8518,14.2681,41.9028,12.4964,autumn,2,8,False,True,business,25,82079.82397891262,0.2038522375425346,0.95,0.721939875907073,train,True,True,False,1.4338300727596982,0.95,0.9156550901292865,0,28.5,2.19,0.947
Milano,Roma,476.88468435616534,45.4642,9.19,41.9028,12.4964,summer,2,20,False,False,leisure,25,44149.853829125,0.7347089712930834,0.2927760127586084,0.5408371015116957,bus,False,True,False,2.0740680683845922,1.25,1.1367958276146493,0,85.52,6.68,0.426
Napoli,Firenze,408.12561110051274,40.8518,14.2681,43.7696,11.2558,winter,0,7,False,False,leisure,51,57390.36083929714,0.8433896325131017,0.3446007592315856,0.651507516249822,bus,False,True,False,0.9863808741541147,0.85,0.9792907517039846,0,29.47,5.01,0.717
Reggio Calabria,Pisa,763.91751086906,38.1061,15.6444,43.7228,10.4017,spring,4,15,False,False,budget,18,39095.976967932496,0.8813816336127738,0.28451239163930886,0.21500462985533447,bus,False,True,False,0.9243539210243545,1.05,0.8664037298454237,1,67.59,9.01,0.488
Salerno,Genova,631.2688648162354,40.6824,14.7681,44.4056,8.9463,summer,1,11,False,False,leisure,19,76221.05033925649,0.95,0.4254542092118197,0.5256169251741928,bus,False,True,False,1.3550682554852318,1.25,0.9163727493619139,0,70.56,9.07,0.415
Verona,Bari,675.975714087631,45.4384,10.9916,41.1177,16.8719,summer,0,15,False,False,leisure,49,78408.85368600408,0.9450570695486232,0.43923796192742426,0.5977514840904086,bus,False,True,False,1.324192683631934,1.25,0.908207521485298,1,86.63,7.89,0.372
Napoli,Pisa,450.53177102657014,40.8518,14.2681,43.7228,10.4017,spring,5,7,True,False,leisure,50,14179.37815555282,0.9187276795231655,0.3988131108779089,0.7494989985645703,bus,False,True,False,1.2367949876672706,1.05,1.120940583672566,1,65.72,7.23,0.503
Venezia,Torino,364.5875038455494,45.4408,12.3155,45.0703,7.6869,winter,1,19,False,True,budget,18,40032.44550997326,0.7937892510720457,0.16572772930539242,0.43368858053710035,bus,False,True,False,0.7613277904062571,0.85,1.0197009505311467,0,20.29,6.47,0.79
Pisa,Venezia,243.84268356711726,43.7228,10.4017,45.4408,12.3155,autumn,0,9,False,True,leisure,56,80475.39897217375,0.7355393583779447,0.35849293465288024,0.8201255127336502,bus,False,True,False,1.6495627351794142,0.95,0.8571119895500434,1,28.47,4.18,0.794
Napoli,Reggio Calabria,327.34944460362357,40.8518,14.2681,38.1061,15.6444,winter,4,10,False,False,business,42,32555.260906300093,0.1,0.95,0.8393375925691615,bus,False,True,False,0.3872596710542599,0.85,1.1459119552718666,1,21.12,5.5,0.628
Salerno,Palermo,309.93490636008715,40.6824,14.7681,38.1157,13.3613,summer,5,13,True,False,business,46,53977.54527970472,0.11179620528901198,0.7073767445038881,0.7379858110911216,bus,False,True,False,2.154237060723531,1.25,1.1476591639687377,1,86.11,4.45,0.603
Catania,Verona,945.0812031268658,37.5079,15.083,45.4384,10.9916,summer,1,8,False,True,leisure,47,97426.36084799457,0.49036119669563333,0.36415872236000923,0.5470633070496767,bus,False,True,False,1.9991858333346113,1.25,0.8515015163732563,0,124.04,12.5,0.132
Bari,Salerno,183.31805359173563,41.1177,16.8719,40.6824,14.7681,summer,2,21,False,False,leisure,24,70688.67257642042,0.8005095839184501,0.19750181477777692,0.65832294221014,bus,False,True,False,0.9882985873639709,1.25,1.182745732338344,0,20.95,3.0,0.854
Catania,Brescia,980.5582658323374,37.5079,15.083,45.5416,10.2118,autumn,5,7,True,False,leisure,18,59009.78199057251,0.6883385988971813,0.6275635664796724,0.5919828074004622,bus,False,True,False,0.7838772364026498,0.95,0.9357602019810842,0,75.74,11.88,0.375
Genova,Roma,400.4015602913786,44.4056,8.9463,41.9028,12.4964,winter,4,20,False,False,business,26,80669.83294113234,0.3229888287038994,0.758583477709838,0.6366764803316942,bus,False,True,False,0.9822055518622982,0.85,1.108844427171585,0,32.08,5.18,0.609
Bari,Palermo,449.19531235055604,41.1177,16.8719,38.1157,13.3613,summer,2,14,False,False,business,42,71093.06243082977,0.2136794494593299,0.8833973472497411,0.7961792489762595,bus,False,True,False,1.5949097332103115,1.25,1.008639740640177,0,59.89,6.23,0.521
Bari,Torino,864.8923493150704,41.1177,16.8719,45.0703,7.6869,autumn,0,19,False,True,budget,24,10000.0,0.95,0.25168629024260253,0.2860973528712852,bus,False,True,False,1.1226965659868782,0.95,1.0128849719517732,0,75.15,11.43,0.459
Torino,Salerno,755.136502159887,45.0703,7.6869,40.6824,14.7681,spring,4,13,False,False,leisure,51,43911.65138437356,0.8202584237888719,0.4732396508982216,0.7139596726757997,bus,False,True,False,0.7370474086238578,1.05,1.1114754313205493,0,57.06,10.02,0.426
Venezia,Palermo,819.0960162996257,45.4408,12.3155,38.1157,13.3613,spring,3,15,False,False,business,54,87615.54469655186,0.6225569692743124,0.95,0.9462472091416477,bus,False,True,False,1.2620820918333868,1.05,1.1940001432313039,0,88.11,11.98,0.076
Perugia,Palermo,561.415289068982,43.1107,12.3908,38.1157,13.3613,autumn,5,17,True,True,leisure,29,45625.38162988797,0.6960501452177417,0.5299385860076231,0.7492719800976739,bus,False,True,False,1.4224129396108938,0.95,1.1412695179321979,1,82.25,8.44,0.423
Torino,Venezia,364.5875038455494,45.0703,7.6869,45.4408,12.3155,winter,5,14,True,False,leisure,35,36802.81541153063,0.7479816366123032,0.1931532321504399,0.7775420492435163,bus,False,True,False,1.4611732731501905,0.85,0.8855153000256056,0,29.59,4.34,0.798
Verona,Perugia,281.7710386926179,45.4384,10.9916,43.1107,12.3908,spring,3,14,False,False,leisure,40,52967.459327982055,0.7979629634780032,0.39181505505330444,0.7949814878515369,bus,False,True,False,0.9437197475080777,1.05,1.0560167487266945,0,24.74,4.03,0.767
Torino,Milano,125.518515153077,45.0703,7.6869,45.4642,9.19,winter,1,17,False,True,business,56,16966.64133963391,0.1641874600848709,0.95,0.7745386169127418,train,True,True,False,1.0949051803674974,0.85,1.0374554728259262,0,17.16,1.82,0.894
Genova,Cagliari,576.3727752586188,44.4056,8.9463,39.2238,9.1217,autumn,0,6,False,False,business,41,42887.97258728692,0.20465131102872752,0.8323225664073421,0.8257536190385688,bus,False,True,False,0.7047528379455262,0.95,1.0223326863271225,0,36.2,6.9,0.464
Pisa,Cagliari,511.4869503559189,43.7228,10.4017,39.2238,9.1217,winter,4,19,False,True,leisure,49,58996.60341448631,0.95,0.1,0.7297989475670835,bus,False,True,False,0.6237192944290385,0.85,0.9477067953307493,1,34.36,6.71,0.686
Bari,Torino,864.8923493150704,41.1177,16.8719,45.0703,7.6869,spring,4,6,False,False,budget,18,30283.923377480114,0.6801011991111543,0.1,0.2883237695983791,bus,False,True,False,1.1824228278773787,1.05,0.8677300779925841,0,74.88,10.45,0.491
Bologna,Salerno,508.1775127667676,44.4949,11.3426,40.6824,14.7681,autumn,5,14,True,False,budget,28,56345.30257223219,0.95,0.36110001604389064,0.23809913026362892,bus,False,True,False,0.7794577206414551,0.95,0.9719334645756594,0,40.89,5.84,0.751
Venezia,Milano,243.79776815348217,45.4408,12.3155,45.4642,9.19,autumn,6,19,True,True,budget,26,10000.0,0.7705583138148049,0.1,0.13240649438427882,bus,True,True,False,1.8488645302897015,0.95,1.0285454385349644,1,42.91,4.02,0.782
Roma,Perugia,134.59097229843186,41.9028,12.4964,43.1107,12.3908,summer,1,21,False,False,leisure,26,31256.759496770872,0.6647344065901352,0.5659435310160504,0.6584070177257602,train,True,True,False,1.0914656757090961,1.25,1.1478402883526055,0,28.66,1.83,0.947
Venezia,Pisa,243.84268356711726,45.4408,12.3155,43.7228,10.4017,summer,3,17,False,True,leisure,31,72696.2429852072,0.7276413689920246,0.3031930097445933,0.43062279356655797,bus,False,True,False,1.3769085185609509,1.25,0.8811994538413891,0,24.57,3.77,0.848
Roma,Milano,476.88468435616534,41.9028,12.4964,45.4642,9.19,summer,2,17,False,True,leisure,45,25905.46373642079,0.95,0.6517792586990653,0.6142909397206828,bus,False,True,False,2.3169332498127377,1.25,1.064906894977576,0,89.79,7.66,0.424
Firenze,Perugia,117.32395682129624,43.7696,11.2558,43.1107,12.3908,winter,6,15,True,False,leisure,37,66229.7413541151,0.8999296519910148,0.3018696521542664,0.6311881169642372,bus,False,True,False,0.6849984986632115,0.85,1.1286385604642377,1,12.42,2.04,0.872
Genova,Torino,123.92488645320043,44.4056,8.9463,45.0703,7.6869,winter,3,19,False,True,business,49,40573.2502541329,0.1,0.95,0.7990275765692162,bus,True,True,False,0.9038252680582405,0.85,0.8929708040080856,0,7.59,2.23,0.932
Torino,Brescia,204.28756823184764,45.0703,7.6869,45.5416,10.2118,summer,0,10,False,False,budget,20,14855.2772971989,0.7053503849381553,0.1,0.2680132040040608,bus,False,True,False,0.9681095096284466,1.25,1.1195544660384769,0,21.47,2.66,0.851
Cagliari,Bari,691.0756209104828,39.2238,9.1217,41.1177,16.8719,spring,5,17,True,True,leisure,39,46476.627622015454,0.7765462497072559,0.49913020042823586,0.5510504677866955,bus,False,True,False,1.6277832896723268,1.05,1.0956594293150186,1,135.43,11.34,0.119
Cagliari,Perugia,511.44712768742437,39.2238,9.1217,43.1107,12.3908,autumn,0,17,False,True,leisure,31,73945.77621751362,0.8841847342165562,0.22886933570115084,0.7994694716250694,bus,False,True,False,0.9225791841210358,0.95,1.063129192911983,0,43.05,7.98,0.573
Catania,Roma,536.3805171300909,37.5079,15.083,41.9028,12.4964,spring,0,7,False,False,leisure,34,41558.699091820614,0.7674768357239173,0.6101507347017527,0.6668220151295492,flight,False,False,True,1.5631925138908525,1.05,1.148310488484246,1,247.65,3.37,0.19
Bari,Salerno,183.31805359173563,41.1177,16.8719,40.6824,14.7681,summer,5,15,True,False,budget,22,42861.961215929645,0.7653500601715089,0.22447686557513724,0.22952778389825285,bus,False,True,False,1.2524276842528888,1.25,0.9934233371396008,1,30.06,2.56,0.833
Bologna,Palermo,729.0338004880251,44.4949,11.3426,38.1157,13.3613,winter,2,12,False,False,business,33,44413.196630777726,0.2328045069019006,0.95,0.8978772883998329,bus,False,True,False,0.7598016081296705,0.85,0.8771696108162038,0,35.49,9.17,0.246
